id,title,text,website,link,timestamp
0,LinkedIn is training AI models on your data,You’ll need to opt out twice to stop LinkedIn from using your account data for training in the future — but anything already done is done.,theverge.com,https://cur.at/jQH1bhM?m=web,1727024918.184068
1,"Microsoft, BlackRock to launch $30 billion fund for AI infrastructure","BlackRock (BLK.N), opens new tab and Microsoft (MSFT.O), opens new tab plan to launch a more than $30 billion fund to invest in artificial intelligence infrastructure to build data centers and energy projects, the companies said on Tuesday.",reuters.com,https://cur.at/gsDuh3J?m=web,1727024918.184068
2,Ban warnings fly as users dare to probe the “thoughts” of OpenAI’s latest model,"OpenAI truly does not want you to know what its latest AI model is ""thinking."" Since the company launched its ""Strawberry"" AI model family last week, touting so-called reasoning abilities with o1-preview and o1-mini, OpenAI has been sending out warning emails and threats of bans to any user who tries to probe how the model works.",arstechnica.com,https://cur.at/jU4939h?m=web,1727024918.184068
3,"Global AI fund needed to help developing nations tap tech benefits, UN says","Governments and private companies should contribute to a global AI fund that will allow developing nations to benefit from advances in the technology, according to a UN report.",theguardian.com,https://cur.at/AIynnba?m=web,1727024918.184068
4,AI Stocks: The 10 Best AI Companies,"Artificial intelligence, automation and robotics are disrupting virtually every industry. In recent years, the world has gotten a firsthand look at remarkable advances in AI technology, including OpenAI's ChatGPT AI chatbot, GitHub's Copilot AI code generation software and Google's Gemini AI model.",usnews.com,https://cur.at/5p1JxRT?m=web,1727024926.819975
5,OpenAI aims to raise at least $5bn at $150bn valuation,"OpenAI is aiming to raise at least $5bn at a valuation of $150bn from investors including Apple, Nvidia, Microsoft and Thrive Capital, in a deal that could almost double the artificial intelligence start-up’s valuation.",ft.com,https://cur.at/kSf3DmV?m=web,1727024926.819975
6,OpenAI co-founder Sutskever's new safety-focused AI startup SSI raises $1 billion," Safe Superintelligence (SSI), newly co-founded by OpenAI's former chief scientist Ilya Sutskever, has raised $1 billion in cash to help develop safe artificial intelligence systems that far surpass human capabilities, company executives told Reuters.",reuters.com,https://cur.at/QMbv01M?m=web,1727024926.819975
7,Here’s what your iPhone 16 will do with Apple Intelligence — eventually,"Apple Intelligence will miss the launch of the new iPhones, but here’s what’s coming in the iOS 18.1 update and beyond.",theverge.com,https://cur.at/wF91wOm?m=web,1727024926.819975
8,AI’s impact on elections is being overblown,"This year, close to half the world’s population has the opportunity to participate in an election. And according to a steady stream of pundits, institutions, academics, and news organizations, there’s a major new threat to the integrity of those elections: artificial intelligence.",technologyreview.com,https://cur.at/w2wu8Gl?m=web,1727024933.974706
9," Elon Musk’s attacks on Kamala Harris become more unhinged, with help from AI ","Elon Musk’s disdain for the Democratic Party was never subtle, but in recent weeks his commentary on the upcoming US presidential election and his attacks against Vice President Kamala Harris have intensified, aided by a crude use of burgeoning artificial intelligence technology.",cnn.com,https://cur.at/fOsFBmQ?m=web,1727024933.974706
10,UK clears Microsoft's partnership with Inflection AI," Britain's competition regulator, on Wednesday, cleared Microsoft's (MSFT.O), opens new tab hiring of some former staff of Inflection AI and its partnership with the startup and said the deal did not required a deeper investigation.",reuters.com,https://cur.at/VVIEcVn?m=web,1727024933.974706
11,OpenAI co-founder Sutskever's new safety-focused AI startup SSI raises $1 billion,"Safe Superintelligence (SSI), newly co-founded by OpenAI's former chief scientist Ilya Sutskever, has raised $1 billion in cash to help develop safe artificial intelligence systems that far surpass human capabilities, company executives told Reuters.",reuters.com,https://cur.at/gESKbgr?m=web,1727024933.974706
12,AI chip giant Nvidia shares fall despite record sales,Shares in Nvidia have fallen despite the AI chip giant comfortably beating expectations after more than doubling its sales.,bbc.com,https://cur.at/tUSxAR1?m=web,1727024941.164307
13, Baidu restricts Google and Bing from scraping content for AI training,"According to the Wayback Machine, the change took place on August 8. Previously, Google and Bing search engines were allowed to index Baidu Baike’s central repository, which includes almost 30 million entries, although some target subdomains on the website were restricted.",artificialintelligence-news.com,https://cur.at/RMHOfNJ?m=web,1727024941.164307
14,Workers at Google DeepMind Push Company to Drop Military Contracts,"Nearly 200 workers inside Google DeepMind, the company’s AI division, signed a letter calling on the tech giant to drop its contracts with military organizations earlier this year, according to a copy of the document reviewed by TIME and five people with knowledge of the matter.",time.com,https://cur.at/zQAhy6r?m=web,1727024941.164307
15,Perplexity AI plans to start running ads in fourth quarter as AI-assisted search gains popularity,"Following months of controversy surrounding plagiarism allegations, Perplexity AI is about to start selling ads alongside AI-assisted search results.",cnbc.com,https://cur.at/DGC4Km9?m=web,1727024941.164307
16,"NEA led a $100M round into Fei-Fei Li’s new AI startup, now valued at over $1B","World Labs, a stealthy startup founded by renowned Stanford University AI professor Fei-Fei Li, has raised two rounds of financing two months apart, according to multiple reports.",techcrunch.com,https://cur.at/1deRM6B?m=web,1727024948.207825
17,YouTube creator sues Nvidia and OpenAI for ‘unjust enrichment’ for using their videos for AI training,Do AI LLMs create new and transformative works based on the data they scrape off the internet?,tomshardware.com,https://cur.at/12kD0df?m=web,1727024948.207825
18,ChatGPT firm OpenAI strikes deal with Vogue owner,"OpenAI and global magazine giant Condé Nast have announced a partnership to allow ChatGPT and its search engine SearchGPT to display content from Vogue, The New Yorker, GQ and other well known publications.",bbc.com,https://cur.at/Vt5cbja?m=web,1727024948.207825
19,The unstoppable rise of Chubby: Why TikTok's AI-generated cat could be the future of the internet,"Tearjerker videos of AI-generated cats earned millions of views and a devoted following, blurring the line between spam and art. Is it the algorithm, or is this what the internet wants?",bbc.com,https://cur.at/Q9HJCr?m=web,1727024948.207825
20,Generative AI hype is ending – and now the technology might actually become useful ," Less than two years ago, the launch of ChatGPT started a generative AI frenzy. Some said the technology would trigger a fourth industrial revolution, completely reshaping the world as we know it.",theconversation.com,https://cur.at/kWqeXlo?m=web,1727024955.561156
21, AI explosion creating storage and data management opportunities , The rapid expansion of AI is driving a surge in demand for advanced storage solutions and sophisticated data management practices. Companies are presented with significant opportunities to innovate and address the challenges associated with handling and processing the large volumes of data generated by AI.,computerweekly.com,https://cur.at/D4W2ANz?m=web,1727024955.561156
22, Forecasting the Potential Impacts of the Lakehouse Movement on Businesses ," As businesses continue to navigate the complexities of the digital landscape, adopting a Lakehouse architecture will become crucial for maintaining a competitive edge.",rtinsights.com,https://cur.at/A8WjXyd?m=web,1727024955.561156
23, Generative AI And Big Data Analytics: Transforming Decision Making For Leaders ," In today's modern business environment, data is the foundation of efficient business operations. Organizations generate and collect large amounts of information from various sources such as social media, customer interactions, IoT sensors and enterprise systems. This massive collection of information, which is commonly referred to as ""big data,"" is essential for business leaders.",forbes.com,https://cur.at/Kz0sLM0?m=web,1727024955.561156
24,X’s new AI image generator will make anything from Taylor Swift in lingerie to Kamala Harris with a gun,"xAI’s Grok chatbot now lets you create images from text prompts and publish them to X — and so far, the rollout seems as chaotic as everything else on Elon Musk’s social network.",theverge.com,https://cur.at/P8PXAy9?m=web,1727024962.68789
25,Grok-2 arrives with image generations — is the world ready?,"As anticipated based on updates and new settings in the mobile app for Elon Musk’s social network X, a new large language model (LLM) called Grok-2 from Musk’s sister company xAI landed last night — and it’s a doozy.",venturebeat.com,https://cur.at/aVxDqv2?m=web,1727024962.68789
26, How AI is Shaping the Way We Game,"AI is everywhere, the chances are if you’re on our site then you’ve noticed! One of the places that we maybe don’t think so much about AI and its implications is when we’re gaming.",artificialintelligence-news.com,https://cur.at/qjpcajv?m=web,1727024962.68789
27,MIT researchers release a repository of AI risks,"Which specific risks should a person, company or government consider when using an AI system, or crafting rules to govern its use?",techcrunch.com,https://cur.at/1z5OhrA?m=web,1727024962.68789
28,Musk revives OpenAI legal battle with fresh allegations,"Elon Musk’s revived lawsuit against OpenAI includes fresh allegations against the company and two of its founders, Sam Altman and Greg Brockman. This new legal salvo comes after Musk withdrew a previous lawsuit in June.",artificialintelligence-news.com,https://cur.at/f4tn5BV?m=web,1727024970.375011
29,OpenAI’s Sam Altman is becoming one of the most powerful people on Earth. We should be very afraid,"Sam Altman’s ChatGPT promises to transform the global economy. But it also poses an enormous threat. Here, a scientist who appeared with Altman before the US Senate on AI safety flags up the danger in AI – and in Altman himself",theguardian.com,https://cur.at/PHIHQH7?m=web,1727024970.375011
30,Napkin turns text into visuals with a bit of generative AI,"We all have ideas, but effectively communicating them and winning people over is no easy feat. So how can we best accomplish this in an era of information overload and shrinking attention spans?",techcrunch.com,https://cur.at/Rgbagk5?m=web,1727024970.375011
31,Why AI’s Tom Cruise problem means it is ‘doomed to fail’,LLMs’ ‘reversal curse’ leads it to fail at drawing relationships between simple facts. It’s a problem that could prove fatal,theguardian.com,https://cur.at/JG7fv0R?m=web,1727024970.375011
32,OpenAI to launch ‘SearchGPT’ in challenge to Google,"OpenAI is launching an online search tool in a direct challenge to Google, opening up a new front in the tech industry’s race to commercialise advances in generative artificial intelligence.",ft.com,https://cur.at/uQwKWDx?m=web,1727024977.65162
33,ChatGPT won't let you give it instruction amnesia anymore,OpenAI is making a change to stop people from messing with custom versions of ChatGPT by making the AI forget what it's supposed to do.,techradar.com,https://cur.at/yBzWLRO?m=web,1727024977.65162
34, Anthropic to Google: Who’s winning against AI hallucinations?,"The evaluation framework – which focuses on Retrieval Augmented Generation (RAG) – assessed 22 prominent Gen AI LLMs from major players including OpenAI, Anthropic, Google, and Meta.",artificialintelligence-news.com,https://cur.at/Lh3zXmk?m=web,1727024977.65162
35,Video game performers to strike over AI concerns,"Hollywood's video game performers voted Thursday to go on strike, throwing part of the entertainment industry into another work stoppage after talks for a new contract with major game studios broke down over artificial intelligence protections.",voanews.com,https://cur.at/ewYm1Q8?m=web,1727024977.65162
36, Top 5 AI tool directories: Discover and showcase AI innovations,"The article highlights the top five AI tool directories that help users discover, review, and showcase AI tools. It emphasizes the unique features of each platform, making them essential for staying current in AI technology.",artificialintelligence-news.com,https://cur.at/Vj9bQsh?m=web,1727024985.228643
37,Elon Musk claims he is training “the world’s most powerful AI by every metric”,"On Monday, Elon Musk announced the start of training for what he calls ""the world's most powerful AI training cluster"" at xAI's new supercomputer facility in Memphis, Tennessee.",arstechnica.com,https://cur.at/NFzixmY?m=web,1727024985.228643
38,"The lower the AI exposure, the bigger the problem for Europe's chip firms","Shares in European semiconductor firms less exposed to AI chips slumped on Thursday as falling demand from their key automotive and industrial clients hit business prospects, on top of a wider sector correction.",reuters.com,https://cur.at/HsiyKMv?m=web,1727024985.228643
39,"AI cloud provider SMC plans global rollout, CEO says","Singapore-headquartered AI cloud provider Sustainable Metal Cloud (SMC) is planning to expand globally as its sees fast-growing demand for its energy saving technology, its CEO said on Thursday.",reuters.com,https://cur.at/Tw4xulR?m=web,1727024985.228643
40,Top AI Trends: Transforming Businesses Across Industries,"AI adoption is expected to witness significant growth in 2024. According to a McKinsey Report, 40% of respondents have confirmed that their organizations will make a big investment in AI overall due to the ever-increasing advances in generative AI.",appinventiv.com,https://cur.at/PHGFAlL?m=web,1727024992.259729
41,The ‘godmother of AI’ has a new startup already worth $1 billion,"Fei-Fei Li, the renowned computer scientist known as the “godmother of AI,” has created a startup dubbed World Labs. In just four months, its already valued at more than $1 billion, the Financial Times reported.",theverge.com,https://cur.at/wWH2AC5?m=web,1727024992.259729
42,Threat of AI earthquake creates growing political rift in Silicon Valley,"An election season is always a good time to take the political temperature in the tech world, and this year it definitely feels like Silicon Valley — a traditional bastion of Democratic support — is swinging right.",ft.com,https://cur.at/3IFBoQJ?m=web,1727024992.259729
43,China tests AI companies' language models to create socialist AI,"Chinese government officials are testing artificial intelligence companies' large language models to ensure their systems ""embody core socialist values"", the Financial Times reported on Wednesday.",tradingview.com,https://cur.at/cooMxgo?m=web,1727024992.259729
44,How to use AI to plan your next vacation,"Planning a vacation should, in theory, be fun. But drawing up a list of activities for a trip can also be time consuming and stressful, particularly if you don’t know where to begin.",technologyreview.com,https://cur.at/a3jzypM?m=web,1727024998.884548
45,Microsoft and Apple back away from OpenAI board,Microsoft and Apple have decided against taking up board seats at OpenAI. The decision comes as regulatory bodies intensify their scrutiny of big tech’s involvement in AI development and deployment.,artificialintelligence-news.com,https://cur.at/qJM4YW6?m=web,1727024998.884548
46,Leaders at 'Summer Davos' discuss ways to harness AI,Maximizing AI's potential and avoiding its pitfalls was high on the agenda at the World Economic Forum's recently concluded Annual Meeting of the New Champions (AMNC24) in China.,weforum.org,https://cur.at/j8VgEM4?m=web,1727024998.884548
47,AMD to buy Finnish start-up Silo AI for $665mn in drive to compete with Nvidia,AMD is to buy Finnish artificial intelligence start-up Silo AI for $665mn in one of the largest such takeovers in Europe as the US chipmaker seeks to expand its AI services to compete with market leader Nvidia. ,ft.com,https://cur.at/VS1NwFS?m=web,1727024998.884548
48,Top Artificial Intelligence AI Books to Read in 2024,"AI has been making significant strides over the past few years, with the emergence of LLMs marking a major milestone in its growth.",marktechpost.com,https://cur.at/ZXMN41G?m=web,1727025006.208722
49,Google’s emissions climb nearly 50% in five years due to AI energy demand,Tech giant’s goal of reducing climate footprint at risk as it grows increasingly reliant on energy-hungry data centres,theguardian.com,https://cur.at/gxuA9p3?m=web,1727025006.208722
50,OpenAI Introduces CriticGPT: A New Artificial Intelligence AI Model based on GPT-4 to Catch Errors in ChatGPT’s Code Output,"To overcome this, OpenAI researchers have introduced CriticGPT, a very important tool that helps human trainers spot errors in ChatGPT’s responses.",marktechpost.com,https://cur.at/9f0Dkof?m=web,1727025006.208722
51,AI coding startup Magic seeks $1.5-billion valuation in new funding round,"Magic, a U.S. startup developing artificial-intelligence models to write software, is in talks to raise over $200 million in a funding round valuing it at $1.5 billion, just several months after its last capital raise, three sources told Reuters.",reuters.com,https://cur.at/LuBDor3?m=web,1727025006.208722
52,3 things CEOs must prepare to unlock the power of generative AI,"Generative AI is poised to redefine the future of work, as it presents unprecedented opportunities for innovation and efficiency.",weforum.org,https://cur.at/5qYZhuQ?m=web,1727025013.973213
53,World's biggest music labels sue over AI copyright,The world's biggest record labels are suing two artificial intelligence (AI) start-ups over alleged copyright violation in a potentially landmark case.,bbc.com,https://cur.at/hU8IXxM?m=web,1727025013.973213
54,Bill Gates Says AI’s Green Benefits Will Outweigh Its Emissions,The Microsoft Corp. co-founder says data centers will be less energy-intensive in the future as artificial intelligence makes computations more efficient.,bloomberg.com,https://cur.at/TJqmwg9?m=web,1727025013.973213
55,CData scores $350M as data integration needs surge in the age of AI,"In the race to adopt AI and gain a competitive edge, enterprises are making substantial investments.",venturebeat.com,https://cur.at/lxGoG65?m=web,1727025013.973213
56,OpenAI’s former chief scientist is starting a new AI company," Ilya Sutskever is launching Safe Superintelligence Inc., an AI startup that will prioritize safety over ‘commercial pressures.’",theverge.com,https://cur.at/dgTtDT8?m=web,1727025020.703407
57,Nvidia eclipses Microsoft as world's most valuable company,"Nvidia (NVDA.O), opens new tab became the world's most valuable company on Tuesday, dethroning tech heavyweight Microsoft (MSFT.O), opens new tab as its high-end processors play a central role in a scramble to dominate artificial intelligence technology.",reuters.com,https://cur.at/nOO6m3a?m=web,1727025020.703407
58," Meta unveils five AI models for multi-modal processing, music generation, and more","Meta has unveiled five major new AI models and research, including multi-modal systems that can process both text and images, next-gen language models, music generation, AI speech detection, and efforts to improve diversity in AI systems.",artificialintelligence-news.com,https://cur.at/qSvUxfI?m=web,1727025020.703407
59,‘Lawyer-in-the-loop’ startup Wordsmith wants to bring AI paralegals to all employees,"Wordsmith, a fledgling Scottish legal tech startup, has somehow managed to attract the backing of two well-known venture capital firms. The startup targets in-house legal teams and law firms with an AI platform that they can configure to help other workers in the company.",techcrunch.com,https://cur.at/riZMhpD?m=web,1727025020.703407
60,Apple stock surges to record high after AI announcements,"Apple's stock (AAPL) surged 7% on Tuesday to reach a record-high close for the first time in 2024 as investors digested the announcement of its AI platform, Apple Intelligence.",yahoo.com,https://cur.at/B4XpbqA?m=web,1727025027.382818
61,Elon Musk unexpectedly drops case against OpenAI,"Elon Musk has unexpectedly asked a California court to withdraw a legal case against OpenAI and its boss Sam Altman, which accused them of abandoning the firm's founding mission of developing artificial intelligence (AI) for humanity's benefit.",bbc.com,https://cur.at/KAsWTpC?m=web,1727025027.382818
62,Child predators are using AI to create sexual images of their favorite ‘stars’: ‘My body will never be mine again’,"Predators active on the dark web are increasingly using artificial intelligence to create sexually explicit images of children, fixating especially on “star” victims, child safety experts warn.",theguardian.com,https://cur.at/tD17IXD?m=web,1727025027.382818
63,"5 Remote Entry-Level AI Jobs That Pay Up To $180,000 In 2024","Just when you thought it couldn't possibly receive any more hype, it turns out to be the exact opposite. The proverbial ""AI boom"" is set to stay, according to a new Slack study which surveyed over 10,000 white-collar workers across the globe.",forbes.com,https://cur.at/GbNX4l5?m=web,1727025027.382818
64,Employees Say OpenAI and Google DeepMind Are Hiding Dangers From the Public,A group of current and former employees at leading AI companies OpenAI and Google DeepMind published a letter on Tuesday warning against the dangers of advanced AI as they allege companies are prioritizing financial gains while avoiding oversight.,time.com,https://cur.at/Z3ybDwb?m=web,1727025034.232083
65, Amazon will use computer vision to spot defects before dispatch,"Amazon will harness computer vision and AI to ensure customers receive products in pristine condition and further its sustainability efforts. The initiative – dubbed “Project P.I.” (short for “private investigator”) – operates within Amazon fulfilment centres across North America, where it will scan millions of products daily for defects.",artificialintelligence-news.com,https://cur.at/Yh4YRLy?m=web,1727025034.232083
66,Stability AI releases a sound generator,"Stability AI, the startup behind the AI-powered art generator Stable Diffusion, has released an open AI model for generating sounds and songs that it claims was trained exclusively on royalty-free recordings.",techcrunch.com,https://cur.at/jVcFB0r?m=web,1727025034.232083
67,Apple will integrate ChatGPT into iOS 18 as opt-in feature ,"Apple Inc. will ship the next major release of iOS with OpenAI’s ChatGPT artificial intelligence assistant, Bloomberg reported today.",siliconangle.com,https://cur.at/HutGjLs?m=web,1727025034.232083
68,10 Best AI PDF Summarizers,"In the era of information overload, efficiently processing and summarizing lengthy PDF documents has become crucial for professionals across various fields.",unite.ai,https://cur.at/ceVnoYZ?m=web,1727025041.570273
69,OpenAI forms safety council as it trains latest AI model,OpenAI says it is setting up a safety and security committee and has begun training a new AI model to supplant the GPT-4 system that underpins its ChatGPT chatbot.,theguardian.com,https://cur.at/Z4FohBm?m=web,1727025041.570273
70,"Mistral announces Codestral, its first programming focused AI model","Today, Paris-based Mistral, the AI startup that raised Europe’s largest-ever seed round a year ago and has since become a rising star in the global AI domain, marked its entry into the programming and development space with the launch of Codestral, its first-ever code-centric large language model (LLM).",venturebeat.com,https://cur.at/ijedk8M?m=web,1727025041.570273
71,Google scrambles to manually remove weird AI answers in search,"Social media is abuzz with examples of Google’s new AI Overview product saying weird stuff, from telling users to put glue on their pizza to suggesting they eat rocks.",artificialintelligence-news.com,https://cur.at/Lm6uzUs?m=web,1727025041.570273
72,Best AI Voice Generators in 2024,"AI is evolving with access to a lot of things. In recent years, AI voice generators have undergone advancements to generate human-like voices from written text. From virtual assistants to audiobook narrators, these tools can now create lifelike and expressive synthetic voices, mimicking human speech patterns.",analyticsinsight.net,https://cur.at/PbXb98c?m=web,1727025048.900444
73,Scarlett Johansson AI: What the fight over her voice reveals about OpenAI,"OpenAI, the research firm whose 2022 launch of ChatGPT single-handedly pushed “artificial intelligence” into the mainstream, isn’t often inclined to back down from the knotty disputes—over copyright, safety concerns, appropriate regulations—that its innovative tech has raised. Yet this month, it antagonized someone much more powerful, and is already retreating just a touch.",slate.com,https://cur.at/wC0F6P0?m=web,1727025048.900444
74,AI pioneer LeCun to next-gen AI builders: ‘Don’t focus on LLMs’,AI pioneer Yann LeCun kicked off an animated discussion today after telling the next generation of developers not to work on large language models (LLMs).,venturebeat.com,https://cur.at/2ot5Fa9?m=web,1727025048.900444
75,Patronus AI secures $17M to tackle AI hallucinations and copyright violations,"As companies race to implement generative AI, concerns about the accuracy and safety of large language models (LLMs) threaten to derail widespread enterprise adoption.",venturebeat.com,https://cur.at/TDKfVOC?m=web,1727025048.900444
76,Using ideas from game theory to improve the reliability of language models,"MIT Computer Science and Artificial Intelligence Laboratory (CSAIL) researchers have created a similar ""game"" to help improve how AI understands and generates text. It is known as a “consensus game” and it involves two parts of an AI system...",mit.edu,https://cur.at/dV4k4gz?m=web,1727025055.612388
77,Google ushers in the “Gemini era” with AI advancements,"Google has unveiled a series of updates to its AI offerings, including the introduction of Gemini 1.5 Flash, enhancements to Gemini 1.5 Pro, and progress on Project Astra, its vision for the future of AI assistants.",artificialintelligence-news.com,https://cur.at/t5w8D6L?m=web,1727025055.612388
78,The SF Bay Area Has Become The Undisputed Leader In AI Tech And Funding Dollars,"Last year, more than 50% of all global venture funding for AI-related startups went to companies headquartered in the Bay Area, Crunchbase data shows, as a cluster of talent congregates in the region.",crunchbase.com,https://cur.at/OW31c8e?m=web,1727025055.612388
79,OpenAI takes steps to boost AI-generated content transparency,OpenAI is joining the Coalition for Content Provenance and Authenticity (C2PA) steering committee and will integrate the open standard’s metadata into its generative AI models to increase transparency around generated content.,artificialintelligence-news.com,https://cur.at/R3VPxMe?m=web,1727025063.087731
80,US eyes curbs on China's access to AI software behind apps like ChatGPT,"The Biden administration is poised to open up a new front in its effort to safeguard U.S. AI from China and Russia with preliminary plans to place guardrails around the most advanced AI Models, the core software of AI systems like ChatGPT, sources said.",reuters.com,https://cur.at/C0KEGzL?m=web,1727025063.087731
81,MIT President Sally Kornbluth and OpenAI CEO Sam Altman discuss the future of AI,"How is the field of artificial intelligence evolving and what does it mean for the future of work, education, and humanity? MIT President Sally Kornbluth and OpenAI CEO Sam Altman covered all that and more in a wide-ranging discussion on MIT’s campus May 2.",mit.edu,https://cur.at/vuaKD5X?m=web,1727025063.087731
82,Coalition of news publishers sue Microsoft and OpenAI,"A coalition of major news publishers has filed a lawsuit against Microsoft and OpenAI, accusing the tech giants of unlawfully using copyrighted articles to train their generative AI models without permission or payment.",theverge.com,https://cur.at/mznpA1g?m=web,1727025070.306961
83,"Meet Amazon Q, the AI assistant that generates apps for you","Amazon released its AI-powered assistant for developers and businesses in general availability, new free courses, and a new Amazon Q capability in preview.",zdnet.com,https://cur.at/j1B5RcN?m=web,1727025070.306961
84,An AI dataset carves new paths to tornado detection,"TorNet, a public AI dataset, could help models reveal when and why tornadoes form, improving forecasters' ability to issue warnings.",mit.edu,https://cur.at/HFcJaLp?m=web,1727025070.306961
85,80% of AI decision makers are worried about data privacy and security,"Organisations are hitting stumbling blocks in four key areas of AI implementation: Increasing trust, Integrating GenAI, Talent and skills, Predicting costs.",artificialintelligence-news.com,https://cur.at/4wYmP7I?m=web,1727025077.405974
86,Adobe unveils AI features for Photoshop — but not everyone is happy about it,"Adobe has new generative AI features for rookie Photoshop users, but there are concerns from creative professionals.",mashable.com,https://cur.at/qkHwoMs?m=web,1727025077.405974
87,This tiny chip can safeguard user data while enabling efficient computing on a smartphone,Researchers have developed a security solution for power-hungry AI models that offers protection against two common attacks.,mit.edu,https://cur.at/v4AnTtq?m=web,1727025077.405974
88,"Google restructures finance team as part of AI shift, CFO tells employees in memo","Alphabet CFO Ruth Porat said in a memo Wednesday that Google is restructuring its finance organization, a move that will include layoffs and relocations, as the company pushes resources to favor investments in AI.",cnbc.com,https://cur.at/akGDrih?m=web,1727025084.709864
89,Meta’s Oversight Board probes explicit AI-generated images posted on Instagram and Facebook,"The Oversight Board, Meta’s semi-independent policy council, is turning its attention to how the company’s social platforms are handling explicit, AI-generated images.
Dun dun duuun!",techcrunch.com,https://cur.at/gkZe3Cg?m=web,1727025084.709864
90,EU AI Act: first regulation on artificial intelligence,The EU wants to regulate artificial intelligence (AI) to ensure better conditions for the development and use of this innovative technology.,europa.eu,https://cur.at/ez1olh7?m=web,1727025084.709864
91,UK and US sign pact to develop AI safety tests,"The UK and US have signed a landmark agreement to collaborate on developing rigorous testing for advanced AI systems, representing a major step forward in ensuring their safe deployments.",artificialintelligence-news.com,https://cur.at/rW8aDqz?m=web,1727025099.497193
92,"Yahoo is buying Artifact, the AI news app from the Instagram co-founders","Artifact, the app, will go away once the acquisition is complete. But Artifact’s underlying tech for categorizing, curating, and personalizing content will soon start to show up on Yahoo.",theverge.com,https://cur.at/Kf6GYIx?m=web,1727025099.497193
93,Washington state judge blocks use of AI-enhanced video as evidence in possible first-of-its-kind ruling,A Washington state judge overseeing a triple murder case barred the use of video enhanced by AI as evidence in a ruling that experts said may be the first-of-its-kind in a United States criminal court.,nbcnews.com,https://cur.at/KqnRHSo?m=web,1727025099.497193
94,Does technology help or hurt employment?,"Combing through 35,000 job categories in U.S. census data, economists found a new way to quantify technology’s effects on job loss and creation.",mit.edu,https://cur.at/uXihSFa?m=web,1727025099.497193
95,Top Artificial Intelligence Books to Read in 2024,"Artificial Intelligence (AI) has been making significant strides over the past few years, with the emergence of Large Language Models (LLMs) marking a major milestone in its growth.",marktechpost.com,https://cur.at/x6nY8sk?m=web,1727025107.11199
